country,Year,biomass_relative_to
Chum salmon AK Pen Southwestern and Unimak Districts,1997,0
Chum salmon Amur chum hatchery,1997,0
Chum salmon Amur chum wild,1997,0
Chum salmon Anadyr chum wild,1997,0
Chum salmon Andreafsky River,1997,0
Chum salmon Area 1,1997,0
Chum salmon Area 10,1997,0
Chum salmon Area 11,1997,0
Chum salmon Area 12,1997,0
Chum salmon Area 13,1997,0
Chum salmon Area 14,1997,0
Chum salmon Area 15,1997,0
Chum salmon Area 16,1997,0
Chum salmon Area 17,1997,0
Chum salmon Area 18,1997,0
Chum salmon Area 19,1997,0
Chum salmon Area 20,1997,0
Chum salmon Area 22,1997,0
Chum salmon Area 23,1997,0
Chum salmon Area 24,1997,0
Chum salmon Area 25,1997,0
Chum salmon Area 26,1997,0
Chum salmon Area 27,1997,0
Chum salmon Area 29,1997,0
Chum salmon Area 2E,1997,0
Chum salmon Area 2W,1997,0
Chum salmon Area 3,1997,0
Chum salmon Area 4,1997,0
Chum salmon Area 5,1997,0
Chum salmon Area 6,1997,0
Chum salmon Area 7,1997,0
Chum salmon Area 8,1997,0
Chum salmon Area 9,1997,0
Chum salmon Bear River,1997,0
"Chum salmon Bechevin, Swanson (Northwestern District)",1997,0
Chum salmon Bruin River,1997,0
Chum salmon CaribouFlats,1997,0
Chum salmon Cinder River,1997,0
Chum salmon Columbia R,1997,0
Chum salmon Cottonwood Creek and Iniskin River,1997,0
Chum salmon Dogfish Lagoon,1997,0
Chum salmon East Kamchatka chum hatchery,1997,0
Chum salmon East Kamchatka chum wild,1997,0
Chum salmon East Sakhalin chum hatchery,1997,0
Chum salmon Fish Creek,1997,0
Chum salmon Golovin,1997,0
Chum salmon Goodnews River,1997,0
Chum salmon Grays Harbour,1997,0
Chum salmon Hood Canal,1997,0
Chum salmon Inner South Coast (Fraser plus Mainland),1997,0
"Chum salmon Izembek, Moffet (Northwestern District)",1997,0
Chum salmon Japan High Seas catch chum hatchery,1997,0
Chum salmon Japan High Seas catch chum wild,1997,0
Chum salmon Japan coastal chum hatchery,1997,0
Chum salmon Juan de Fuca Straits,1997,0
Chum salmon Kanektok River,1997,0
Chum salmon Kotzebue Sound,1997,0
Chum salmon Kuskokwim,1997,0
Chum salmon Kwiniuk and Tubutulik Rivers (Norton Sound),1997,0
Chum salmon McNeil River (and Sub-District),1997,0
Chum salmon NelsonLagoon,1997,0
Chum salmon Nooksack and Samish Rivers,1997,0
Chum salmon Norton Bay,1997,0
Chum salmon Norton Sound District 1,1997,0
Chum salmon Nushagak District,1997,0
Chum salmon Okhotsk chum hatchery,1997,0
Chum salmon Okhotsk chum wild,1997,0
Chum salmon PMollerBt,1997,0
Chum salmon Port Dick and Island Creek,1997,0
Chum salmon Port Graham,1997,0
Chum salmon PortHeiden,1997,0
Chum salmon Primorye chum hatchery,1997,0
Chum salmon Primorye chum wild,1997,0
Chum salmon Rocky River,1997,0
Chum salmon Shaktoolik,1997,0
Chum salmon Skagit River,1997,0
Chum salmon South Sound Fall Run,1997,0
Chum salmon South Sound Summer Run,1997,0
Chum salmon South Sound Winter Run,1997,0
Chum salmon Stillaguamish and Snohomish Rivers,1997,0
Chum salmon ThreeHills,1997,0
Chum salmon Togiak District,1997,0
Chum salmon Unalakleet,1997,0
Chum salmon Upper Cook Inlet,1997,0
Chum salmon Ursus Cove and Lagoon,1997,0
Chum salmon West Kamchatka chum hatchery,1997,0
Chum salmon West Kamchatka chum wild,1997,0
Chum salmon Willapa Bay,1997,0
Chum salmon Yukon River Fall Run,1997,0
Chum salmon Yukon River Summer Run,1997,0
Clearnose skate Mid-Atlantic Coast,1997,0
Coastal shrimp West Africa,1997,0
Cobia Gulf of Mexico,1997,1.380.145
Cobia Southern Atlantic coast,1997,2.448.851
Common gemfish New Zealand,1997,3.000.511
Common gemfish Southeast Australia,1997,269.314
Common sole Celtic Sea,1997,766.667
Common sole Eastern English Channel,1997,955.795
Common sole ICES 22-24-3a,1997,1.015.385
Common sole ICES 7bc,1997,0
Common sole ICES 7h-k,1997,0
Common sole ICES 8ab,1997,1.254.717
Common sole Irish Sea,1997,717.143
Common sole North Sea,1997,0.92
Common sole Western English Channel,1997,1.036.801
Copper rockfish Pacific Coast,1997,902.472
Cowcod Southern California,1997,472.581
Crimson jobfish Okinawa Islands,1997,0
Croaker West Africa Subgroup 1,1997,0
Croaker West Africa Subgroup 2,1997,0
Croaker West Africa Subgroup 3,1997,0
Cuckoo ray ICES 3a-4,1997,0
Cunene horse mackerel West Africa,1997,0
Cusk Western Scotian Shelf,1997,744.475
Cuttlefish West Africa,1997,0
Dab Baltic Areas 22-32,1997,0
Dab ICES 3a-4,1997,0
Darkblotched rockfish Pacific Coast,1997,521.875
Deep sea smelt Pacific Ocean,1997,0
Deep sea smelt Sea of Japan,1997,0
Deep water cape hake South Africa,1997,1.049.724
Deep water rose shrimp West Africa,1997,0
Deepwater cardinalfish Chile,1997,0
Deepwater flathead Southeast Australia,1997,1.667.484
Deepwater redfish NAFO Divisions 2J3K-3LNO,1997,0
Deepwater redfish North-East Arctic,1997,0
Deepwater redfish Units 1 and 2,1997,0
Dover sole Gulf of Alaska,1997,2.352.052
Dover sole Pacific Coast,1997,2.701.096
Dredge oyster Foveax Strait,1997,0.74
Dusky rockfish Gulf of Alaska,1997,1.171.422
Dusky shark Gulf of Mexico and Atlantic,1997,0
English sole Hecate Strait,1997,0
English sole Pacific Coast,1997,1.532.332
Eulachon Pacific Coast of Canada Central Coast Designatable Unit,1997,0
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1997,0
Eulachon Pacific Coast of Canada Nass / Skeena Designatable Unit,1997,0
European flounder ICES 3a-4,1997,0
European flounder Subdivisions 22-23,1997,0
European flounder Subdivisions 24-25,1997,0
European flounder Subdivisions 26-28,1997,0
European flounder Subdivisions 27 and 29-32,1997,0
European plaice Celtic Sea,1997,393
European plaice Eastern English Channel,1997,331.062
European plaice ICES 7bc,1997,0
European plaice ICES 7h-k,1997,0
European plaice ICES 8-9a,1997,0
European plaice Irish Sea,1997,437.837
European plaice North Sea,1997,36.309
European plaice Western English Channel,1997,1.527.273
European pollack ICES 3a-4,1997,0
European pollack ICES 8-9a,1997,0
European seabass ICES 4a-7b-j,1997,0
European seabass ICES 4bc-7,1997,1.693.279
European seabass ICES 8c-9a,1997,0
False scad West Africa,1997,0
Finetooth shark Atlantic,1997,1.303.532
Flame snapper Okinawa Islands,1997,0
Flathead flounder Sea of Japan,1997,0
Flathead sole Bering Sea and Aleutian Islands,1997,2.855.302
Flathead sole Gulf of Alaska,1997,2.331.205
Fourspotted megrim ICES 8c-9a,1997,841.304
Gag Gulf of Mexico,1997,208.651
Gag Southern Atlantic coast,1997,873.505
Giant Pacific octopus Bering Sea and Aleutian Islands,1997,0
Giant Pacific octopus Gulf of Alaska,1997,0
Giant stargazer NZ Area STA7,1997,1.37
Golden redfish ICES 5-6-12-14,1997,690.909
Golden redfish North-East Arctic,1997,0
Goliath grouper Southern Atlantic coast and Gulf of Mexico,1997,0
Gopher rockfish Southern Pacific Coast,1997,2.970.297
Gray triggerfish Gulf of Mexico,1997,665.766
Greater amberjack Gulf of Mexico,1997,205.116
Greater amberjack Southern Atlantic coast,1997,1.092.784
Greater silver smelt ICES 1-2-3a-4,1997,0
Greater silver smelt ICES 5b-4a,1997,0
Greater silver smelt ICES 6b-7-8-9-10-12,1997,0
Green sea urchin Gulf of St. Lawrence,1997,0
Greenland halibut Bering Sea and Aleutian Islands,1997,1.897.108
Greenland halibut Gulf of St. Lawrence,1997,0
Greenland halibut ICES 5-6-12-14,1997,587
Greenland halibut Labrador Shelf - Grand Banks,1997,0
Greenland halibut NAFO divisions 01ABCDEF,1997,0
Greenland halibut North-East Arctic,1997,0
Greenspotted rockfish Northern Pacific Coast,1997,44.403
Greenspotted rockfish Southern Pacific Coast,1997,944.444
Greenstriped rockfish Pacific Coast,1997,2.153.016
Grey grunt West Africa Subgroup 1,1997,0
Grey grunt West Africa Subgroup 3,1997,0
Grey gurnard ICES 3a-4-7d,1997,0
Grooved tiger prawn Northern Australia,1997,784.667
Gulf menhaden Gulf of Mexico,1997,1.241.817
Haddock Faroe Plateau,1997,3.322.681
Haddock Georges Bank,1997,392.428
Haddock Grand Banks,1997,0
Haddock Gulf of Maine,1997,1.051.265
Haddock ICES 3a-4-6a,1997,1.916.667
Haddock ICES 7b-k,1997,2.86
Haddock Iceland Grounds,1997,1.311.111
Haddock Irish Sea,1997,1.430.027
Haddock North-East Arctic,1997,2.6625
Haddock Rockall Bank,1997,2.107.843
"Haddock Western Scotian Shelf, Bay of Fundy and Gulf of Maine",1997,536.538
Hake ICES 3a-4-6-7-8abd,1997,668.889
Hake ICES 8c-9a,1997,583.784
Herring Gulf of Riga East of Gotland,1997,1.716.667
Herring ICES 1-2-4a-5-14a (Norwegian Spring Spawners),1997,1.068
Herring ICES 22-24-3a,1997,986.667
Herring ICES 3a-4-7d,1997,964.286
Herring ICES 5a-7bc,1997,592.683
Herring ICES 7a-g-h-j,1997,102.459
Herring Iceland (Summer spawners),1997,985.348
Herring Irish Sea,1997,657.594
Herring NAFO division 4R (Fall spawners),1997,0
Herring NAFO division 4R (Spring spawners),1997,0
Herring Newfoundland East and South Coast,1997,0
Herring Northwestern Atlantic Coast,1997,3.085.378
Herring Quebec North Shore,1997,0
Herring Scotian Shelf and Bay of Fundy,1997,0
Herring Southern Gulf of St. Lawrence (Fall spawners),1997,0
Herring Southern Gulf of St. Lawrence (Spring spawners),1997,0
Herring Subdivisions 25-29 and 32,1997,946.667
Herring Subdivisions 30-31,1997,1.433.717
Herring West of Scotland,1997,992
Hoki Eastern New Zealand,1997,1.464.044
Hoki Western New Zealand,1997,1.458.823
Horse mackerel ICES 2a-4a-5b-6a-7-8,1997,2.117.185
Horse mackerel ICES 3a-4bc-7d,1997,0
Horse mackerel Portugese Waters -East,1997,1.878.453
Horse mackerel West Africa,1997,0
Horsehead tilefish East China Sea,1997,0
Indo Pacific blue marlin Indian Ocean,1997,1.46
Jackass morwong Eastern half of Southeast Australia,1997,185.278
Jackass morwong Western half of Southeast Australia,1997,1.806.341
Japanese Spanish mackerel East China Sea,1997,0
Japanese Spanish mackerel Inland Sea of Japan,1997,36.931
Japanese amberjack Japan,1997,135.943
Japanese anchovy Inland Sea of Japan,1997,533.265
Japanese anchovy Pacific Coast of Japan,1997,1.011.606
Japanese anchovy Tsushima Strait,1997,39.536
Japanese flounder East China Sea,1997,296.226
Japanese flounder Inland Sea of Japan,1997,506.024
Japanese flounder Pacific Ocean,1997,0
Japanese flounder Sea of Japan North,1997,0
Japanese flying squid Japan Autumn recruitment,1997,2.623.299
Japanese flying squid Japan Winter recruitment,1997,2.164.426
Japanese jack mackerel Pacific Coast of Japan,1997,466.552
Japanese jack mackerel Tsushima Strait,1997,862.848
Japanese pufferfish Ise and Mikawa Bay,1997,144.841
Japanese sardine Pacific Coast of Japan,1997,995.515
Japanese sardine Tsushima Strait,1997,217.113
Japanese snapper Okinawa Islands,1997,0
Kamchatka flounder Bering Sea and Aleutian Islands,1997,982.759
Kelp greenling Oregon Coast,1997,1.586.902
Kichiji rockfish North Pacific,1997,411.207
Kichiji rockfish Okhotsk Sea,1997,0
Kichiji rockfish Southwestern coast of Hokkaido,1997,0
King mackerel Gulf of Mexico,1997,1.220.435
King mackerel Southern Atlantic coast,1997,1.674.501
Kingklip South Africa,1997,0
Kitefin shark Northeast Atlantic,1997,0
Large eye dentex West Africa Subgroup 3,1997,0
Largehead hairtail Sea of Japan and East China Sea,1997,0
Lavender jobfish Okinawa Islands,1997,0
Leafscale gulper shark Northeast Atlantic,1997,0
Lemon sole ICES 3a-4-7d,1997,0
Lesser spotted dogfish ICES 3a-4-7d,1997,0
Lesser spotted dogfish ICES 8abd,1997,0
Lesser spotted dogfish ICES 8c-9a,1997,0
Ling Faroe Grounds,1997,0
Ling Iceland Grounds,1997,1.238.671
Ling New Zealand Areas LIN 3 and 4,1997,1.407.759
Ling New Zealand Areas LIN 5 and 6,1997,1.862.952
Ling New Zealand Areas LIN 6b,1997,3.311.105
Ling New Zealand Areas LIN 72,1997,1.788.654
Ling New Zealand Areas LIN 7WC-WCSI,1997,2.333.374
Ling North-East Arctic,1997,0
Ling Northeast Atlantic,1997,0
Ling Southeast Australia,1997,1.188.156
Ling Western half of Southeast Australia,1997,1.986.639
Lingcod Northern Pacific Coast,1997,0.29
Lingcod Southern Pacific Coast,1997,396.175
Lingcod Strait of Georgia,1997,234.709
Little skate Gulf of Maine / Cape Hatteras,1997,0
Longfin codling Pacific Ocean,1997,0
Longfin inshore squid Atlantic Coast,1997,1.669.614
Longnose skate Hecate Strait,1997,0
Longnose skate Pacific Coast,1997,1.999.238
Longnose skate Queen Charlotte Sound,1997,0
Longnose skate Strait of Georgia,1997,0
Longnose skate West Coast of Vancouver Island,1997,0
Longspine thornyhead Pacific Coast,1997,1.258.464
Mackerel ICES Northeast Atlantic,1997,81.323
Mackerel Northwest Atlantic (NAFO Subareas 3 and 4),1997,0
Megrim ICES 7-8abd,1997,1.349.282
Megrim ICES 8c-9a,1997,1.397.959
Megrim spp ICES 4a-6a,1997,958
Megrim spp Rockall Bank,1997,0
Monkfish Gulf of Maine / Northern Georges Bank,1997,829.101
Monkfish NAFO Divisions 3LNOPs,1997,0
Monkfish Southern Georges Bank / Mid-Atlantic,1997,150.697
Mutton snapper Southern Atlantic coast and Gulf of Mexico,1997,810.811
New Zealand snapper New Zealand Area 8 (Auckland and Central West),1997,437.625
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1997,345.365
New Zealand snapper New Zealand SNA 1 east Northland,1997,497.025
New Zealand snapper New Zealand SNA 7,1997,150.029
Northern rock sole Eastern Bering Sea and Aleutian Islands,1997,2.307.393
Northern rock sole Gulf of Alaska,1997,259.116
Northern rockfish Bering Sea and Aleutian Islands,1997,2.017.924
Northern rockfish Gulf of Alaska,1997,2.495.405
Northern shortfin squid Northwestern Atlantic Coast,1997,0
Northern shrimp Eastern Scotian Shelf (SFA 13-15),1997,0
Northern shrimp Gulf of Maine,1997,0
Northern shrimp Gulf of St. Lawrence,1997,0
Northern shrimp ICES 3a(west)-4a(east),1997,1.646.465
Northern shrimp North-East Arctic,1997,02.06
Northern shrimp Northern North Sea,1997,0
Northern shrimp Shrimp Fishing Area 4,1997,0
Northern shrimp Shrimp Fishing Area 5,1997,0
Northern shrimp Shrimp Fishing Area 6,1997,0
Northern shrimp Shrimp Fishing Areas 2-3,1997,0
"Norway lobster Adriatic Sea (GSA 17,18)",1997,1.081.039
Norway lobster Aran Grounds (FU 17),1997,0
Norway lobster Balearic Island,1997,0
Norway lobster Botney Cut - Silver Pit (FU 5),1997,0
Norway lobster Cantabrian Sea (FU 31),1997,0
Norway lobster Farn Deeps (FU 6),1997,0
Norway lobster Firth of Clyde and Sound of Jura (FU 13),1997,0
Norway lobster Firth of Forth (FU 8),1997,0
Norway lobster Fladen Ground (FU 7),1997,1
Norway lobster Gulf of Cadiz (FU 30),1997,0
Norway lobster ICES 7,1997,0
Norway lobster ICES 8ab,1997,0
Norway lobster Irish Sea West (FU 15),1997,0
"Norway lobster Labadie, Jones and Cockburn (FU 20-21)",1997,0
Norway lobster Moray Firth (FU 9),1997,0
Norway lobster North Galicia (FU 25),1997,0
Norway lobster North Minch (FU 11),1997,0
Norway lobster Norwegian Deeps (FU 32),1997,0
Norway lobster Noup (FU 10),1997,0
Norway lobster Off Horn Reef (FU 33),1997,0
Norway lobster Porcupine Bank (FU 16),1997,0
Norway lobster Skagerak Kattegat (FU 3-4),1997,0
Norway lobster South Minch (FU 12),1997,0
Norway lobster South-West and South Portugal (FU 28-29),1997,0
Norway lobster West Galicia and North Portugal (FU 26-27),1997,0
Norway lobster West of Scotland,1997,0
Norway pout ICES 3a-4,1997,3.169.231
Norway pout West of Scotland,1997,0
Nylon shrimp Central-Southern Chile,1997,514.434
Nylon shrimp Northern Chile,1997,1.127.735
Ocean pout Northwestern Atlantic Coast,1997,0
Ocean quahog Atlantic Coast,1997,2.132.948
Ocean shrimp Shrimp Management Area 14,1997,0
Ocean shrimp Shrimp Management Area 16,1997,0
Ocean shrimp Shrimp Management Area FR,1997,0
Ocean shrimp Shrimp Management Area GTSE,1997,0
Ocean shrimp Shrimp Management Area PRD,1997,0
Ocean shrimp Shrimp Management Areas 18 and 19,1997,0
Octopus West Africa,1997,0
Orange roughy Cascade Plateau,1997,0
Orange roughy East and South Chatham Rise,1997,723.214
Orange roughy New Zealand Challenger Plateau,1997,323.052
Orange roughy New Zealand Mid East Coast,1997,295.038
Orange roughy Northeast Atlantic,1997,0
Orange roughy Northwest Chatham Rise,1997,692.641
Orange roughy Southeast Australia,1997,277.198
Pacific bluefin tuna Pacific Ocean,1997,681
Pacific chub mackerel Pacific Coast,1997,1.029.774
Pacific cod Aleutian Islands,1997,0
Pacific cod Bering Sea,1997,1.191.489
Pacific cod Gulf of Alaska,1997,2.293.497
Pacific cod Hecate Strait,1997,322.983
Pacific cod Hokkaido,1997,0
Pacific cod North Pacific,1997,27.597
Pacific cod Queen Charlotte Sound,1997,0
Pacific cod Sea of Japan,1997,0
Pacific cod West Coast of Vancouver Island,1997,276.333
Pacific geoduck Washington,1997,0
Pacific hake Pacific Coast,1997,1.074.035
Pacific halibut North Pacific,1997,4.230.488
Pacific herring Central Coast,1997,0
Pacific herring Hokkaido,1997,0
Pacific herring Prince Rupert District,1997,0
Pacific herring Prince William Sound,1997,0
Pacific herring Queen Charlotte Islands,1997,0
Pacific herring Sitka,1997,0
Pacific herring Strait of Georgia,1997,0
Pacific herring Togiak District,1997,0
Pacific herring West Coast of Vancouver Island,1997,0
Pacific ocean perch Eastern Bering Sea and Aleutian Islands,1997,1.283.324
Pacific ocean perch Gulf of Alaska,1997,898.213
Pacific ocean perch Haida Gwaii,1997,1.656.627
Pacific ocean perch Pacific Coast,1997,359.375
Pacific ocean perch West Coast of Vancouver Island,1997,946.807
Pacific sand lance Souya Strait,1997,0
Pacific sandlance Ise and Mikawa Bay,1997,0
Pacific sardine Pacific Coast,1997,0
Pacific saury Northwest Pacific,1997,0
Patagonian grenadier Central-Southern Chile,1997,1.223.176
Patagonian grenadier Southern Argentina,1997,1.141.952
Patagonian toothfish Macquarie Island,1997,3.196.479
Patagonian toothfish South Africa Subantarctic Prince Edward Islands,1997,5.14
Patagonian toothfish South Chile Argentina,1997,1.33
Paua NZ Area North PAUA 5A,1997,1.608.152
Paua NZ Area South PAUA 5A,1997,1.098.841
Paua New Zealand Area PAU 5B (Stewart Island),1997,657.308
Paua New Zealand Area PAU 5D (Otago),1997,838.074
Paua New Zealand Area PAU 7 (Marlborough),1997,623.398
Peruvian anchoveta Central Chile,1997,913.725
Peruvian anchoveta Central-Southern Chile,1997,475.089
Peruvian anchoveta North-Central Peruvian coast,1997,1.561.562
Peruvian anchoveta Northern Chile Southern Peru,1997,449.777
Petrale sole Pacific Coast,1997,333.373
Pink cusk eel Central-Southern Chile,1997,612.653
Pink cusk eel Southern Argentina,1997,1.173.042
Pink cusk eel Southern Chile,1997,964.384
Pink salmon AK Pen Northwestern District,1997,0
Pink salmon AK Pen Southeastern and South-central Districts,1997,0
Pink salmon AK Pen Southwestern and Unimak Districts,1997,0
Pink salmon Affleck Cl (District105),1997,0
